nt n policy kernel bw
64 84934656 4d-mdrange-tiling Copy 107.4737
64 84934656 4d-mdrange-tiling Scale 109.2302
64 84934656 4d-mdrange-tiling Add 117.5031
64 84934656 4d-mdrange-tiling Triad 113.7488
64 84934656 4d-openmp Set 111.9895
64 84934656 4d-openmp Copy 127.8073
64 84934656 4d-openmp Scale 117.8141
64 84934656 4d-openmp Add 136.8956
64 84934656 4d-openmp Triad 128.5987
64 84934656 4d-openmp-simd Set 111.8982
64 84934656 4d-openmp-simd Copy 127.9769
64 84934656 4d-openmp-simd Scale 118.0008
64 84934656 4d-openmp-simd Add 136.4258
64 84934656 4d-openmp-simd Triad 128.8439
64 102400000 5d-mdrange Set 40.9087
64 102400000 5d-mdrange Copy 45.2150
64 102400000 5d-mdrange Scale 46.7775
64 102400000 5d-mdrange Add 52.0936
64 102400000 5d-mdrange Triad 51.1269
64 157351936 range Set 88.0458
64 157351936 range Copy 110.7213
64 157351936 range Scale 109.3166
64 157351936 range Add 123.4837
64 157351936 range Triad 120.7276
64 157351936 2d-mdrange Set 84.1452
64 157351936 2d-mdrange Copy 108.9522
64 157351936 2d-mdrange Scale 110.0423
64 157351936 2d-mdrange Add 121.1517
64 157351936 2d-mdrange Triad 119.6777
64 157464000 3d-mdrange Set 39.3779
64 157464000 3d-mdrange Copy 47.4193
64 157464000 3d-mdrange Scale 48.0435
64 157464000 3d-mdrange Add 54.8593
64 157464000 3d-mdrange Triad 54.2400
64 157351936 4d-mdrange Set 38.4571
64 157351936 4d-mdrange Copy 47.4859
64 157351936 4d-mdrange Scale 46.7796
64 157351936 4d-mdrange Add 52.6890
64 157351936 4d-mdrange Triad 50.9565
64 157351936 4d-mdrange-tiling Set 85.3324
64 157351936 4d-mdrange-tiling Copy 110.6603
64 157351936 4d-mdrange-tiling Scale 108.9280
64 157351936 4d-mdrange-tiling Add 121.5425
64 157351936 4d-mdrange-tiling Triad 118.0487
64 157351936 4d-openmp Set 90.1556
64 157351936 4d-openmp Copy 114.2826
64 157351936 4d-openmp Scale 111.7207
64 157351936 4d-openmp Add 125.2770
64 157351936 4d-openmp Triad 122.9585
64 157351936 4d-openmp-simd Set 89.9429
64 157351936 4d-openmp-simd Copy 114.1450
64 157351936 4d-openmp-simd Scale 111.5450
64 157351936 4d-openmp-simd Add 125.0692
64 157351936 4d-openmp-simd Triad 122.7694
64 164916224 5d-mdrange Set 39.2028
64 164916224 5d-mdrange Copy 45.6651
64 164916224 5d-mdrange Scale 47.3334
64 164916224 5d-mdrange Add 51.4986
64 164916224 5d-mdrange Triad 52.1974
64 268435456 range Set 83.5770
64 268435456 range Copy 108.7826
64 268435456 range Scale 107.3331
64 268435456 range Add 121.2248
64 268435456 range Triad 119.9031
64 268435456 2d-mdrange Set 83.2481
64 268435456 2d-mdrange Copy 108.0863
64 268435456 2d-mdrange Scale 107.1609
64 268435456 2d-mdrange Add 120.0001
64 268435456 2d-mdrange Triad 120.6168
64 262144000 3d-mdrange Set 37.8670
64 262144000 3d-mdrange Copy 48.2061
64 262144000 3d-mdrange Scale 48.9502
64 262144000 3d-mdrange Add 55.3825
64 262144000 3d-mdrange Triad 54.7506
64 268435456 4d-mdrange Set 37.6227
64 268435456 4d-mdrange Copy 48.6610
64 268435456 4d-mdrange Scale 49.2127
64 268435456 4d-mdrange Add 53.3439
64 268435456 4d-mdrange Triad 52.6157
64 268435456 4d-mdrange-tiling Set 82.2851
64 268435456 4d-mdrange-tiling Copy 107.4356
64 268435456 4d-mdrange-tiling Scale 108.0027
64 268435456 4d-mdrange-tiling Add 121.0395
64 268435456 4d-mdrange-tiling Triad 120.8552
64 268435456 4d-openmp Set 84.4492
64 268435456 4d-openmp Copy 109.8932
64 268435456 4d-openmp Scale 109.0820
64 268435456 4d-openmp Add 121.9044
64 268435456 4d-openmp Triad 121.7159
64 268435456 4d-openmp-simd Set 84.3358
64 268435456 4d-openmp-simd Copy 109.7387
64 268435456 4d-openmp-simd Scale 108.9754
64 268435456 4d-openmp-simd Add 121.9168
64 268435456 4d-openmp-simd Triad 121.4985
64 254803968 5d-mdrange Set 36.9405
64 254803968 5d-mdrange Copy 46.8247
64 254803968 5d-mdrange Scale 47.8961
64 254803968 5d-mdrange Add 53.1108
64 254803968 5d-mdrange Triad 52.4864
64 429981696 range Set 81.6085
64 429981696 range Copy 105.4775
64 429981696 range Scale 107.1067
64 429981696 range Add 119.6469
64 429981696 range Triad 120.6569
64 429981696 2d-mdrange Set 80.1642
64 429981696 2d-mdrange Copy 104.9835
64 429981696 2d-mdrange Scale 106.9355
64 429981696 2d-mdrange Add 119.7393
64 429981696 2d-mdrange Triad 121.1347
64 438976000 3d-mdrange Set 37.6053
64 438976000 3d-mdrange Copy 49.2761
64 438976000 3d-mdrange Scale 49.8748
