nt n factor policy kernel bw
7 1048576 16 2d-mdrange Copy 366.7231
7 1048576 16 2d-mdrange Scale 369.3144
7 1048576 16 2d-mdrange Add 394.3621
7 1048576 16 2d-mdrange Triad 410.8102
7 2097152 16 3d-mdrange Set 211.9031
7 2097152 16 3d-mdrange Copy 233.3085
7 2097152 16 3d-mdrange Scale 230.7844
7 2097152 16 3d-mdrange Add 244.7799
7 2097152 16 3d-mdrange Triad 238.1661
7 1048576 16 4d-mdrange Set 170.9344
7 1048576 16 4d-mdrange Copy 194.1403
7 1048576 16 4d-mdrange Scale 193.4218
7 1048576 16 4d-mdrange Add 228.8343
7 1048576 16 4d-mdrange Triad 228.3982
7 1048576 32 2d-mdrange Set 168.1522
7 1048576 32 2d-mdrange Copy 193.7345
7 1048576 32 2d-mdrange Scale 193.3995
7 1048576 32 2d-mdrange Add 201.0323
7 1048576 32 2d-mdrange Triad 230.8961
7 2097152 32 3d-mdrange Set 195.5478
7 2097152 32 3d-mdrange Copy 205.5062
7 2097152 32 3d-mdrange Scale 204.0776
7 2097152 32 3d-mdrange Add 220.2081
7 2097152 32 3d-mdrange Triad 214.5735
7 1048576 64 2d-mdrange Set 185.6380
7 1048576 64 2d-mdrange Copy 217.4905
7 1048576 64 2d-mdrange Scale 216.5053
7 1048576 64 2d-mdrange Add 237.4448
7 1048576 64 2d-mdrange Triad 236.7056
7 2097152 64 3d-mdrange Set 194.2977
7 2097152 64 3d-mdrange Copy 190.0207
7 2097152 64 3d-mdrange Scale 191.7834
7 2097152 64 3d-mdrange Add 215.1339
7 2097152 64 3d-mdrange Triad 213.0630
7 5308416 1 2d-mdrange Set 645.7141
7 5308416 1 2d-mdrange Copy 1138.6106
7 5308416 1 2d-mdrange Scale 1139.9860
7 5308416 1 2d-mdrange Add 1200.0262
7 5308416 1 2d-mdrange Triad 1196.2965
7 5832000 1 3d-mdrange Set 774.4120
7 5832000 1 3d-mdrange Copy 1075.9031
7 5832000 1 3d-mdrange Scale 1070.5951
7 5832000 1 3d-mdrange Add 1038.7081
7 5832000 1 3d-mdrange Triad 1031.4973
7 5308416 1 4d-mdrange Set 641.1324
7 5308416 1 4d-mdrange Copy 655.6079
7 5308416 1 4d-mdrange Scale 648.0346
7 5308416 1 4d-mdrange Add 736.9985
7 5308416 1 4d-mdrange Triad 761.0860
7 5308416 2 2d-mdrange Set 645.3315
7 5308416 2 2d-mdrange Copy 1033.0170
7 5308416 2 2d-mdrange Scale 1052.9046
7 5308416 2 2d-mdrange Add 1031.5115
7 5308416 2 2d-mdrange Triad 1028.3393
7 5832000 2 3d-mdrange Set 787.1109
7 5832000 2 3d-mdrange Copy 978.0517
7 5832000 2 3d-mdrange Scale 981.1472
7 5832000 2 3d-mdrange Add 863.2220
7 5832000 2 3d-mdrange Triad 853.0577
7 5308416 2 4d-mdrange Set 641.8010
7 5308416 2 4d-mdrange Copy 686.6736
7 5308416 2 4d-mdrange Scale 685.3936
7 5308416 2 4d-mdrange Add 699.6880
7 5308416 2 4d-mdrange Triad 702.9346
7 5308416 4 2d-mdrange Set 646.5990
7 5308416 4 2d-mdrange Copy 933.7891
7 5308416 4 2d-mdrange Scale 914.7513
7 5308416 4 2d-mdrange Add 796.8052
7 5308416 4 2d-mdrange Triad 787.3311
7 5832000 4 3d-mdrange Set 773.3851
7 5832000 4 3d-mdrange Copy 891.6323
7 5832000 4 3d-mdrange Scale 893.0831
7 5832000 4 3d-mdrange Add 807.8635
7 5832000 4 3d-mdrange Triad 805.7196
7 5308416 4 4d-mdrange Set 622.4873
7 5308416 4 4d-mdrange Copy 576.7431
7 5308416 4 4d-mdrange Scale 570.5712
