nt n policy kernel bw
48 1331000000 3d-mdrange Scale 137.5605
48 1331000000 3d-mdrange Add 157.4020
48 1331000000 3d-mdrange Triad 157.0270
48 1358954496 4d-mdrange Set 92.8189
48 1358954496 4d-mdrange Copy 124.9077
48 1358954496 4d-mdrange Scale 124.1567
48 1358954496 4d-mdrange Add 138.3557
48 1358954496 4d-mdrange Triad 135.7311
48 1453933568 5d-mdrange Set 91.3340
48 1453933568 5d-mdrange Copy 107.1092
48 1453933568 5d-mdrange Scale 105.4272
48 1453933568 5d-mdrange Add 109.9153
48 1453933568 5d-mdrange Triad 109.3432
96 256 range Set 0.0845
96 256 range Copy 0.1739
96 256 range Scale 0.1738
96 256 range Add 0.2549
96 256 range Triad 0.2583
96 256 2d-mdrange Set 0.0865
96 256 2d-mdrange Copy 0.1778
96 256 2d-mdrange Scale 0.1700
96 256 2d-mdrange Add 0.2522
96 256 2d-mdrange Triad 0.2439
96 512 3d-mdrange Set 0.1793
96 512 3d-mdrange Copy 0.3575
96 512 3d-mdrange Scale 0.3593
96 512 3d-mdrange Add 0.5346
96 512 3d-mdrange Triad 0.5460
96 256 4d-mdrange Set 0.0895
96 256 4d-mdrange Copy 0.1739
96 256 4d-mdrange Scale 0.1768
96 256 4d-mdrange Add 0.2574
96 256 4d-mdrange Triad 0.2631
96 1024 5d-mdrange Set 0.3314
96 1024 5d-mdrange Copy 0.6635
96 1024 5d-mdrange Scale 0.6509
96 1024 5d-mdrange Add 1.0203
96 1024 5d-mdrange Triad 0.9695
96 4096 range Set 1.3405
96 4096 range Copy 2.6237
96 4096 range Scale 2.7271
96 4096 range Add 4.1100
96 4096 range Triad 4.0137
96 4096 2d-mdrange Set 1.4363
96 4096 2d-mdrange Copy 2.7423
96 4096 2d-mdrange Scale 2.7944
96 4096 2d-mdrange Add 4.1273
96 4096 2d-mdrange Triad 4.2525
96 4096 3d-mdrange Set 1.4163
96 4096 3d-mdrange Copy 2.7573
96 4096 3d-mdrange Scale 2.7324
96 4096 3d-mdrange Add 4.1294
96 4096 3d-mdrange Triad 4.1382
96 4096 4d-mdrange Set 1.4477
96 4096 4d-mdrange Copy 2.8565
96 4096 4d-mdrange Scale 2.8494
96 4096 4d-mdrange Add 4.1207
96 4096 4d-mdrange Triad 4.1994
96 7776 5d-mdrange Set 2.6798
96 7776 5d-mdrange Copy 5.2521
96 7776 5d-mdrange Scale 5.2518
96 7776 5d-mdrange Add 7.9655
96 7776 5d-mdrange Triad 7.9014
96 20736 range Set 7.1291
96 20736 range Copy 14.1133
96 20736 range Scale 14.2149
96 20736 range Add 21.3883
96 20736 range Triad 21.7891
96 20736 2d-mdrange Set 7.1704
96 20736 2d-mdrange Copy 14.4288
96 20736 2d-mdrange Scale 14.7247
96 20736 2d-mdrange Add 22.1155
96 20736 2d-mdrange Triad 21.7311
96 32768 3d-mdrange Set 11.3699
96 32768 3d-mdrange Copy 22.3672
96 32768 3d-mdrange Scale 22.8408
96 32768 3d-mdrange Add 33.6989
96 32768 3d-mdrange Triad 33.3785
